variable,mean,q2.5,q25,q75,q97.5,gid,month,country,run_level,variant,identifier,time_left,time_right,median
"betas[17,2]",-0.18903269932825,-0.53621075,-0.30688249999999995,-0.069199,0.14710025000000004,AGO.8_1,2,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[18,2]",-0.18903269932825,-0.53621075,-0.30688249999999995,-0.069199,0.14710025000000004,AGO.9_1,2,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[1,3]",-0.00600032643665,-0.36801799999999996,-0.12917499999999998,0.120205,0.34064975000000003,AGO.1_1,3,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[2,3]",-0.00600032643665,-0.36801799999999996,-0.12917499999999998,0.120205,0.34064975000000003,AGO.10_1,3,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[3,3]",-0.00600032643665,-0.36801799999999996,-0.12917499999999998,0.120205,0.34064975000000003,AGO.11_1,3,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[4,3]",-0.00600032643665,-0.36801799999999996,-0.12917499999999998,0.120205,0.34064975000000003,AGO.12_1,3,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[5,3]",-0.00600032643665,-0.36801799999999996,-0.12917499999999998,0.120205,0.34064975000000003,AGO.13_1,3,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[6,3]",-0.00600032643665,-0.36801799999999996,-0.12917499999999998,0.120205,0.34064975000000003,AGO.14_1,3,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[7,3]",-0.00600032643665,-0.36801799999999996,-0.12917499999999998,0.120205,0.34064975000000003,AGO.15_1,3,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[8,3]",-0.00600032643665,-0.36801799999999996,-0.12917499999999998,0.120205,0.34064975000000003,AGO.16_1,3,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[9,3]",-0.00600032643665,-0.36801799999999996,-0.12917499999999998,0.120205,0.34064975000000003,AGO.17_1,3,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[10,3]",-0.00600032643665,-0.36801799999999996,-0.12917499999999998,0.120205,0.34064975000000003,AGO.18_1,3,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[11,3]",-0.00600032643665,-0.36801799999999996,-0.12917499999999998,0.120205,0.34064975000000003,AGO.2_1,3,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[12,3]",-0.00600032643665,-0.36801799999999996,-0.12917499999999998,0.120205,0.34064975000000003,AGO.3_1,3,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[13,3]",-0.00600032643665,-0.36801799999999996,-0.12917499999999998,0.120205,0.34064975000000003,AGO.4_1,3,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[14,3]",-0.00600032643665,-0.36801799999999996,-0.12917499999999998,0.120205,0.34064975000000003,AGO.5_1,3,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[15,3]",-0.00600032643665,-0.36801799999999996,-0.12917499999999998,0.120205,0.34064975000000003,AGO.6_1,3,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[16,3]",-0.00600032643665,-0.36801799999999996,-0.12917499999999998,0.120205,0.34064975000000003,AGO.7_1,3,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[17,3]",-0.00600032643665,-0.36801799999999996,-0.12917499999999998,0.120205,0.34064975000000003,AGO.8_1,3,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[18,3]",-0.00600032643665,-0.36801799999999996,-0.12917499999999998,0.120205,0.34064975000000003,AGO.9_1,3,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[1,4]",0.352120422720475,-7.802197499999844e-4,0.23363250000000002,0.4712725,0.6856897500000001,AGO.1_1,4,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[2,4]",0.352120422720475,-7.802197499999844e-4,0.23363250000000002,0.4712725,0.6856897500000001,AGO.10_1,4,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[3,4]",0.352120422720475,-7.802197499999844e-4,0.23363250000000002,0.4712725,0.6856897500000001,AGO.11_1,4,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[4,4]",0.352120422720475,-7.802197499999844e-4,0.23363250000000002,0.4712725,0.6856897500000001,AGO.12_1,4,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[5,4]",0.352120422720475,-7.802197499999844e-4,0.23363250000000002,0.4712725,0.6856897500000001,AGO.13_1,4,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[6,4]",0.352120422720475,-7.802197499999844e-4,0.23363250000000002,0.4712725,0.6856897500000001,AGO.14_1,4,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[7,4]",0.352120422720475,-7.802197499999844e-4,0.23363250000000002,0.4712725,0.6856897500000001,AGO.15_1,4,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[8,4]",0.352120422720475,-7.802197499999844e-4,0.23363250000000002,0.4712725,0.6856897500000001,AGO.16_1,4,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[9,4]",0.352120422720475,-7.802197499999844e-4,0.23363250000000002,0.4712725,0.6856897500000001,AGO.17_1,4,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[10,4]",0.352120422720475,-7.802197499999844e-4,0.23363250000000002,0.4712725,0.6856897500000001,AGO.18_1,4,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[11,4]",0.352120422720475,-7.802197499999844e-4,0.23363250000000002,0.4712725,0.6856897500000001,AGO.2_1,4,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[12,4]",0.352120422720475,-7.802197499999844e-4,0.23363250000000002,0.4712725,0.6856897500000001,AGO.3_1,4,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[13,4]",0.352120422720475,-7.802197499999844e-4,0.23363250000000002,0.4712725,0.6856897500000001,AGO.4_1,4,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[14,4]",0.352120422720475,-7.802197499999844e-4,0.23363250000000002,0.4712725,0.6856897500000001,AGO.5_1,4,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[15,4]",0.352120422720475,-7.802197499999844e-4,0.23363250000000002,0.4712725,0.6856897500000001,AGO.6_1,4,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[16,4]",0.352120422720475,-7.802197499999844e-4,0.23363250000000002,0.4712725,0.6856897500000001,AGO.7_1,4,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[17,4]",0.352120422720475,-7.802197499999844e-4,0.23363250000000002,0.4712725,0.6856897500000001,AGO.8_1,4,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[18,4]",0.352120422720475,-7.802197499999844e-4,0.23363250000000002,0.4712725,0.6856897500000001,AGO.9_1,4,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[1,5]",0.53770132801,0.19026150000000003,0.4232275,0.6527499999999999,0.8720647499999999,AGO.1_1,5,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[2,5]",0.53770132801,0.19026150000000003,0.4232275,0.6527499999999999,0.8720647499999999,AGO.10_1,5,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[3,5]",0.53770132801,0.19026150000000003,0.4232275,0.6527499999999999,0.8720647499999999,AGO.11_1,5,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[4,5]",0.53770132801,0.19026150000000003,0.4232275,0.6527499999999999,0.8720647499999999,AGO.12_1,5,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[5,5]",0.53770132801,0.19026150000000003,0.4232275,0.6527499999999999,0.8720647499999999,AGO.13_1,5,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[6,5]",0.53770132801,0.19026150000000003,0.4232275,0.6527499999999999,0.8720647499999999,AGO.14_1,5,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[7,5]",0.53770132801,0.19026150000000003,0.4232275,0.6527499999999999,0.8720647499999999,AGO.15_1,5,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[8,5]",0.53770132801,0.19026150000000003,0.4232275,0.6527499999999999,0.8720647499999999,AGO.16_1,5,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[9,5]",0.53770132801,0.19026150000000003,0.4232275,0.6527499999999999,0.8720647499999999,AGO.17_1,5,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[10,5]",0.53770132801,0.19026150000000003,0.4232275,0.6527499999999999,0.8720647499999999,AGO.18_1,5,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[11,5]",0.53770132801,0.19026150000000003,0.4232275,0.6527499999999999,0.8720647499999999,AGO.2_1,5,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[12,5]",0.53770132801,0.19026150000000003,0.4232275,0.6527499999999999,0.8720647499999999,AGO.3_1,5,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[13,5]",0.53770132801,0.19026150000000003,0.4232275,0.6527499999999999,0.8720647499999999,AGO.4_1,5,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[14,5]",0.53770132801,0.19026150000000003,0.4232275,0.6527499999999999,0.8720647499999999,AGO.5_1,5,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[15,5]",0.53770132801,0.19026150000000003,0.4232275,0.6527499999999999,0.8720647499999999,AGO.6_1,5,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[16,5]",0.53770132801,0.19026150000000003,0.4232275,0.6527499999999999,0.8720647499999999,AGO.7_1,5,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[17,5]",0.53770132801,0.19026150000000003,0.4232275,0.6527499999999999,0.8720647499999999,AGO.8_1,5,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[18,5]",0.53770132801,0.19026150000000003,0.4232275,0.6527499999999999,0.8720647499999999,AGO.9_1,5,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[1,6]",-0.09143878511725,-0.458301,-0.2123675,0.03322525,0.2723340000000001,AGO.1_1,6,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[2,6]",-0.09143878511725,-0.458301,-0.2123675,0.03322525,0.2723340000000001,AGO.10_1,6,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[3,6]",-0.09143878511725,-0.458301,-0.2123675,0.03322525,0.2723340000000001,AGO.11_1,6,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[4,6]",-0.09143878511725,-0.458301,-0.2123675,0.03322525,0.2723340000000001,AGO.12_1,6,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[5,6]",-0.09143878511725,-0.458301,-0.2123675,0.03322525,0.2723340000000001,AGO.13_1,6,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[6,6]",-0.09143878511725,-0.458301,-0.2123675,0.03322525,0.2723340000000001,AGO.14_1,6,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[7,6]",-0.09143878511725,-0.458301,-0.2123675,0.03322525,0.2723340000000001,AGO.15_1,6,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[8,6]",-0.09143878511725,-0.458301,-0.2123675,0.03322525,0.2723340000000001,AGO.16_1,6,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[9,6]",-0.09143878511725,-0.458301,-0.2123675,0.03322525,0.2723340000000001,AGO.17_1,6,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[10,6]",-0.09143878511725,-0.458301,-0.2123675,0.03322525,0.2723340000000001,AGO.18_1,6,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[11,6]",-0.09143878511725,-0.458301,-0.2123675,0.03322525,0.2723340000000001,AGO.2_1,6,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[12,6]",-0.09143878511725,-0.458301,-0.2123675,0.03322525,0.2723340000000001,AGO.3_1,6,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[13,6]",-0.09143878511725,-0.458301,-0.2123675,0.03322525,0.2723340000000001,AGO.4_1,6,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[14,6]",-0.09143878511725,-0.458301,-0.2123675,0.03322525,0.2723340000000001,AGO.5_1,6,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[15,6]",-0.09143878511725,-0.458301,-0.2123675,0.03322525,0.2723340000000001,AGO.6_1,6,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[16,6]",-0.09143878511725,-0.458301,-0.2123675,0.03322525,0.2723340000000001,AGO.7_1,6,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[17,6]",-0.09143878511725,-0.458301,-0.2123675,0.03322525,0.2723340000000001,AGO.8_1,6,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[18,6]",-0.09143878511725,-0.458301,-0.2123675,0.03322525,0.2723340000000001,AGO.9_1,6,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[1,7]",-0.7940092675,-1.183925,-0.9269425,-0.6527225,-0.40781199999999995,AGO.1_1,7,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[2,7]",-0.7940092675,-1.183925,-0.9269425,-0.6527225,-0.40781199999999995,AGO.10_1,7,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[3,7]",-0.7940092675,-1.183925,-0.9269425,-0.6527225,-0.40781199999999995,AGO.11_1,7,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[4,7]",-0.7940092675,-1.183925,-0.9269425,-0.6527225,-0.40781199999999995,AGO.12_1,7,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[5,7]",-0.7940092675,-1.183925,-0.9269425,-0.6527225,-0.40781199999999995,AGO.13_1,7,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[6,7]",-0.7940092675,-1.183925,-0.9269425,-0.6527225,-0.40781199999999995,AGO.14_1,7,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[7,7]",-0.7940092675,-1.183925,-0.9269425,-0.6527225,-0.40781199999999995,AGO.15_1,7,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[8,7]",-0.7940092675,-1.183925,-0.9269425,-0.6527225,-0.40781199999999995,AGO.16_1,7,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[9,7]",-0.7940092675,-1.183925,-0.9269425,-0.6527225,-0.40781199999999995,AGO.17_1,7,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[10,7]",-0.7940092675,-1.183925,-0.9269425,-0.6527225,-0.40781199999999995,AGO.18_1,7,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[11,7]",-0.7940092675,-1.183925,-0.9269425,-0.6527225,-0.40781199999999995,AGO.2_1,7,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[12,7]",-0.7940092675,-1.183925,-0.9269425,-0.6527225,-0.40781199999999995,AGO.3_1,7,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[13,7]",-0.7940092675,-1.183925,-0.9269425,-0.6527225,-0.40781199999999995,AGO.4_1,7,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[14,7]",-0.7940092675,-1.183925,-0.9269425,-0.6527225,-0.40781199999999995,AGO.5_1,7,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[15,7]",-0.7940092675,-1.183925,-0.9269425,-0.6527225,-0.40781199999999995,AGO.6_1,7,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[16,7]",-0.7940092675,-1.183925,-0.9269425,-0.6527225,-0.40781199999999995,AGO.7_1,7,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[17,7]",-0.7940092675,-1.183925,-0.9269425,-0.6527225,-0.40781199999999995,AGO.8_1,7,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[18,7]",-0.7940092675,-1.183925,-0.9269425,-0.6527225,-0.40781199999999995,AGO.9_1,7,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[1,8]",-0.70695487245,-1.1131075,-0.84413,-0.5689675000000001,-0.32049724999999996,AGO.1_1,8,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[2,8]",-0.70695487245,-1.1131075,-0.84413,-0.5689675000000001,-0.32049724999999996,AGO.10_1,8,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[3,8]",-0.70695487245,-1.1131075,-0.84413,-0.5689675000000001,-0.32049724999999996,AGO.11_1,8,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[4,8]",-0.70695487245,-1.1131075,-0.84413,-0.5689675000000001,-0.32049724999999996,AGO.12_1,8,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[5,8]",-0.70695487245,-1.1131075,-0.84413,-0.5689675000000001,-0.32049724999999996,AGO.13_1,8,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[6,8]",-0.70695487245,-1.1131075,-0.84413,-0.5689675000000001,-0.32049724999999996,AGO.14_1,8,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[7,8]",-0.70695487245,-1.1131075,-0.84413,-0.5689675000000001,-0.32049724999999996,AGO.15_1,8,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[8,8]",-0.70695487245,-1.1131075,-0.84413,-0.5689675000000001,-0.32049724999999996,AGO.16_1,8,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[9,8]",-0.70695487245,-1.1131075,-0.84413,-0.5689675000000001,-0.32049724999999996,AGO.17_1,8,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[10,8]",-0.70695487245,-1.1131075,-0.84413,-0.5689675000000001,-0.32049724999999996,AGO.18_1,8,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[11,8]",-0.70695487245,-1.1131075,-0.84413,-0.5689675000000001,-0.32049724999999996,AGO.2_1,8,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[12,8]",-0.70695487245,-1.1131075,-0.84413,-0.5689675000000001,-0.32049724999999996,AGO.3_1,8,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[13,8]",-0.70695487245,-1.1131075,-0.84413,-0.5689675000000001,-0.32049724999999996,AGO.4_1,8,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[14,8]",-0.70695487245,-1.1131075,-0.84413,-0.5689675000000001,-0.32049724999999996,AGO.5_1,8,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[15,8]",-0.70695487245,-1.1131075,-0.84413,-0.5689675000000001,-0.32049724999999996,AGO.6_1,8,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[16,8]",-0.70695487245,-1.1131075,-0.84413,-0.5689675000000001,-0.32049724999999996,AGO.7_1,8,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[17,8]",-0.70695487245,-1.1131075,-0.84413,-0.5689675000000001,-0.32049724999999996,AGO.8_1,8,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[18,8]",-0.70695487245,-1.1131075,-0.84413,-0.5689675000000001,-0.32049724999999996,AGO.9_1,8,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[1,9]",-0.345922317405,-0.769164,-0.48869,-0.19697,0.06456225000000004,AGO.1_1,9,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[2,9]",-0.345922317405,-0.769164,-0.48869,-0.19697,0.06456225000000004,AGO.10_1,9,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[3,9]",-0.345922317405,-0.769164,-0.48869,-0.19697,0.06456225000000004,AGO.11_1,9,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[4,9]",-0.345922317405,-0.769164,-0.48869,-0.19697,0.06456225000000004,AGO.12_1,9,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[5,9]",-0.345922317405,-0.769164,-0.48869,-0.19697,0.06456225000000004,AGO.13_1,9,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[6,9]",-0.345922317405,-0.769164,-0.48869,-0.19697,0.06456225000000004,AGO.14_1,9,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[7,9]",-0.345922317405,-0.769164,-0.48869,-0.19697,0.06456225000000004,AGO.15_1,9,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[8,9]",-0.345922317405,-0.769164,-0.48869,-0.19697,0.06456225000000004,AGO.16_1,9,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[9,9]",-0.345922317405,-0.769164,-0.48869,-0.19697,0.06456225000000004,AGO.17_1,9,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[10,9]",-0.345922317405,-0.769164,-0.48869,-0.19697,0.06456225000000004,AGO.18_1,9,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[11,9]",-0.345922317405,-0.769164,-0.48869,-0.19697,0.06456225000000004,AGO.2_1,9,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[12,9]",-0.345922317405,-0.769164,-0.48869,-0.19697,0.06456225000000004,AGO.3_1,9,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[13,9]",-0.345922317405,-0.769164,-0.48869,-0.19697,0.06456225000000004,AGO.4_1,9,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[14,9]",-0.345922317405,-0.769164,-0.48869,-0.19697,0.06456225000000004,AGO.5_1,9,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[15,9]",-0.345922317405,-0.769164,-0.48869,-0.19697,0.06456225000000004,AGO.6_1,9,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[16,9]",-0.345922317405,-0.769164,-0.48869,-0.19697,0.06456225000000004,AGO.7_1,9,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[17,9]",-0.345922317405,-0.769164,-0.48869,-0.19697,0.06456225000000004,AGO.8_1,9,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[18,9]",-0.345922317405,-0.769164,-0.48869,-0.19697,0.06456225000000004,AGO.9_1,9,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[1,10]",-0.1469000143225,-0.65989,-0.3151075,0.0264905,0.36130775000000004,AGO.1_1,10,AGO,1,offset,mean_annual_incidence,all,all,NA
"betas[2,10]",-0.1469000143225,-0.65989,-0.3151075,0.0264905,0.36130775000000004,AGO.10_1,10,AGO,1,offset,mean_annual_incidence,all,all,NA
