country,gid,name,run_level,model,month,mean,q025,q975
AGO,AGO.11_1,Luanda,1,offset,4,0.28410245851846355,-0.04496430138473869,0.6124386688239738
AGO,AGO.11_1,Luanda,1,offset,5,0.4402253995910009,0.12097259368525538,0.7643721350756225
AGO,AGO.11_1,Luanda,1,offset,6,0.008592846627906579,-0.3177580288105084,0.3343769288458103
AGO,AGO.11_1,Luanda,1,offset,7,-0.7041010027531706,-1.0855115772740453,-0.3452908815170609
AGO,AGO.11_1,Luanda,1,offset,8,-0.6799247669100112,-1.048070541024939,-0.3148068078816363
AGO,AGO.11_1,Luanda,1,offset,9,-0.31666848455449215,-0.6932612190752748,0.060529197454447195
AGO,AGO.11_1,Luanda,1,offset,10,-0.2568819575936894,-0.7039319467968487,0.15370664510717677
AGO,AGO.11_1,Luanda,1,offset,11,0.17498458557588248,-0.2361239264458676,0.5773915377849559
AGO,AGO.11_1,Luanda,1,offset,12,0.5756776251056557,0.18263774784248957,0.9549996617914975
AGO,AGO.12_1,Lunda Norte,1,offset,1,0.5080509053911831,0.1691146671905326,0.8491334252576586
AGO,AGO.12_1,Lunda Norte,1,offset,2,-0.11811460150040337,-0.44631782343123444,0.18914172441787377
AGO,AGO.12_1,Lunda Norte,1,offset,3,0.08420782145076537,-0.23845843704862585,0.40901125823492634
AGO,AGO.12_1,Lunda Norte,1,offset,4,0.28410245851846355,-0.04496430138473869,0.6124386688239738
AGO,AGO.12_1,Lunda Norte,1,offset,5,0.4402253995910009,0.12097259368525538,0.7643721350756225
AGO,AGO.12_1,Lunda Norte,1,offset,6,0.008592846627906579,-0.3177580288105084,0.3343769288458103
AGO,AGO.12_1,Lunda Norte,1,offset,7,-0.7041010027531706,-1.0855115772740453,-0.3452908815170609
AGO,AGO.12_1,Lunda Norte,1,offset,8,-0.6799247669100112,-1.048070541024939,-0.3148068078816363
AGO,AGO.12_1,Lunda Norte,1,offset,9,-0.31666848455449215,-0.6932612190752748,0.060529197454447195
AGO,AGO.12_1,Lunda Norte,1,offset,10,-0.2568819575936894,-0.7039319467968487,0.15370664510717677
AGO,AGO.12_1,Lunda Norte,1,offset,11,0.17498458557588248,-0.2361239264458676,0.5773915377849559
AGO,AGO.12_1,Lunda Norte,1,offset,12,0.5756776251056557,0.18263774784248957,0.9549996617914975
AGO,AGO.13_1,Lunda Sul,1,offset,1,0.5080509053911831,0.1691146671905326,0.8491334252576586
AGO,AGO.13_1,Lunda Sul,1,offset,2,-0.11811460150040337,-0.44631782343123444,0.18914172441787377
AGO,AGO.13_1,Lunda Sul,1,offset,3,0.08420782145076537,-0.23845843704862585,0.40901125823492634
AGO,AGO.13_1,Lunda Sul,1,offset,4,0.28410245851846355,-0.04496430138473869,0.6124386688239738
AGO,AGO.13_1,Lunda Sul,1,offset,5,0.4402253995910009,0.12097259368525538,0.7643721350756225
AGO,AGO.13_1,Lunda Sul,1,offset,6,0.008592846627906579,-0.3177580288105084,0.3343769288458103
AGO,AGO.13_1,Lunda Sul,1,offset,7,-0.7041010027531706,-1.0855115772740453,-0.3452908815170609
AGO,AGO.13_1,Lunda Sul,1,offset,8,-0.6799247669100112,-1.048070541024939,-0.3148068078816363
AGO,AGO.13_1,Lunda Sul,1,offset,9,-0.31666848455449215,-0.6932612190752748,0.060529197454447195
AGO,AGO.13_1,Lunda Sul,1,offset,10,-0.2568819575936894,-0.7039319467968487,0.15370664510717677
AGO,AGO.13_1,Lunda Sul,1,offset,11,0.17498458557588248,-0.2361239264458676,0.5773915377849559
AGO,AGO.13_1,Lunda Sul,1,offset,12,0.5756776251056557,0.18263774784248957,0.9549996617914975
AGO,AGO.6_1,Cuanza Norte,1,offset,1,0.5080509053911831,0.1691146671905326,0.8491334252576586
AGO,AGO.6_1,Cuanza Norte,1,offset,2,-0.11811460150040337,-0.44631782343123444,0.18914172441787377
AGO,AGO.6_1,Cuanza Norte,1,offset,3,0.08420782145076537,-0.23845843704862585,0.40901125823492634
AGO,AGO.6_1,Cuanza Norte,1,offset,4,0.28410245851846355,-0.04496430138473869,0.6124386688239738
AGO,AGO.6_1,Cuanza Norte,1,offset,5,0.4402253995910009,0.12097259368525538,0.7643721350756225
AGO,AGO.6_1,Cuanza Norte,1,offset,6,0.008592846627906579,-0.3177580288105084,0.3343769288458103
AGO,AGO.6_1,Cuanza Norte,1,offset,7,-0.7041010027531706,-1.0855115772740453,-0.3452908815170609
AGO,AGO.6_1,Cuanza Norte,1,offset,8,-0.6799247669100112,-1.048070541024939,-0.3148068078816363
AGO,AGO.6_1,Cuanza Norte,1,offset,9,-0.31666848455449215,-0.6932612190752748,0.060529197454447195
AGO,AGO.6_1,Cuanza Norte,1,offset,10,-0.2568819575936894,-0.7039319467968487,0.15370664510717677
AGO,AGO.6_1,Cuanza Norte,1,offset,11,0.17498458557588248,-0.2361239264458676,0.5773915377849559
AGO,AGO.6_1,Cuanza Norte,1,offset,12,0.5756776251056557,0.18263774784248957,0.9549996617914975
AGO,AGO.14_1,Malanje,1,offset,1,0.5080509053911831,0.1691146671905326,0.8491334252576586
AGO,AGO.14_1,Malanje,1,offset,2,-0.11811460150040337,-0.44631782343123444,0.18914172441787377
AGO,AGO.14_1,Malanje,1,offset,3,0.08420782145076537,-0.23845843704862585,0.40901125823492634
AGO,AGO.14_1,Malanje,1,offset,4,0.28410245851846355,-0.04496430138473869,0.6124386688239738
AGO,AGO.14_1,Malanje,1,offset,5,0.4402253995910009,0.12097259368525538,0.7643721350756225
AGO,AGO.14_1,Malanje,1,offset,6,0.008592846627906579,-0.3177580288105084,0.3343769288458103
AGO,AGO.14_1,Malanje,1,offset,7,-0.7041010027531706,-1.0855115772740453,-0.3452908815170609
AGO,AGO.14_1,Malanje,1,offset,8,-0.6799247669100112,-1.048070541024939,-0.3148068078816363
AGO,AGO.14_1,Malanje,1,offset,9,-0.31666848455449215,-0.6932612190752748,0.060529197454447195
AGO,AGO.14_1,Malanje,1,offset,10,-0.2568819575936894,-0.7039319467968487,0.15370664510717677
AGO,AGO.14_1,Malanje,1,offset,11,0.17498458557588248,-0.2361239264458676,0.5773915377849559
AGO,AGO.14_1,Malanje,1,offset,12,0.5756776251056557,0.18263774784248957,0.9549996617914975
AGO,AGO.9_1,Huambo,1,offset,1,0.5080509053911831,0.1691146671905326,0.8491334252576586
AGO,AGO.9_1,Huambo,1,offset,2,-0.11811460150040337,-0.44631782343123444,0.18914172441787377
AGO,AGO.9_1,Huambo,1,offset,3,0.08420782145076537,-0.23845843704862585,0.40901125823492634
AGO,AGO.9_1,Huambo,1,offset,4,0.28410245851846355,-0.04496430138473869,0.6124386688239738
AGO,AGO.9_1,Huambo,1,offset,5,0.4402253995910009,0.12097259368525538,0.7643721350756225
AGO,AGO.9_1,Huambo,1,offset,6,0.008592846627906579,-0.3177580288105084,0.3343769288458103
AGO,AGO.9_1,Huambo,1,offset,7,-0.7041010027531706,-1.0855115772740453,-0.3452908815170609
AGO,AGO.9_1,Huambo,1,offset,8,-0.6799247669100112,-1.048070541024939,-0.3148068078816363
AGO,AGO.9_1,Huambo,1,offset,9,-0.31666848455449215,-0.6932612190752748,0.060529197454447195
AGO,AGO.9_1,Huambo,1,offset,10,-0.2568819575936894,-0.7039319467968487,0.15370664510717677
AGO,AGO.9_1,Huambo,1,offset,11,0.17498458557588248,-0.2361239264458676,0.5773915377849559
AGO,AGO.9_1,Huambo,1,offset,12,0.5756776251056557,0.18263774784248957,0.9549996617914975
AGO,AGO.18_1,Zaire,1,offset,1,0.5080509053911831,0.1691146671905326,0.8491334252576586
AGO,AGO.18_1,Zaire,1,offset,2,-0.11811460150040337,-0.44631782343123444,0.18914172441787377
AGO,AGO.18_1,Zaire,1,offset,3,0.08420782145076537,-0.23845843704862585,0.40901125823492634
AGO,AGO.18_1,Zaire,1,offset,4,0.28410245851846355,-0.04496430138473869,0.6124386688239738
AGO,AGO.18_1,Zaire,1,offset,5,0.4402253995910009,0.12097259368525538,0.7643721350756225
AGO,AGO.18_1,Zaire,1,offset,6,0.008592846627906579,-0.3177580288105084,0.3343769288458103
AGO,AGO.18_1,Zaire,1,offset,7,-0.7041010027531706,-1.0855115772740453,-0.3452908815170609
AGO,AGO.18_1,Zaire,1,offset,8,-0.6799247669100112,-1.048070541024939,-0.3148068078816363
AGO,AGO.18_1,Zaire,1,offset,9,-0.31666848455449215,-0.6932612190752748,0.060529197454447195
AGO,AGO.18_1,Zaire,1,offset,10,-0.2568819575936894,-0.7039319467968487,0.15370664510717677
AGO,AGO.18_1,Zaire,1,offset,11,0.17498458557588248,-0.2361239264458676,0.5773915377849559
AGO,AGO.18_1,Zaire,1,offset,12,0.5756776251056557,0.18263774784248957,0.9549996617914975
AGO,AGO.5_1,Cuando Cubango,1,offset,1,0.5080509053911831,0.1691146671905326,0.8491334252576586
AGO,AGO.5_1,Cuando Cubango,1,offset,2,-0.11811460150040337,-0.44631782343123444,0.18914172441787377
AGO,AGO.5_1,Cuando Cubango,1,offset,3,0.08420782145076537,-0.23845843704862585,0.40901125823492634
AGO,AGO.5_1,Cuando Cubango,1,offset,4,0.28410245851846355,-0.04496430138473869,0.6124386688239738
AGO,AGO.5_1,Cuando Cubango,1,offset,5,0.4402253995910009,0.12097259368525538,0.7643721350756225
AGO,AGO.5_1,Cuando Cubango,1,offset,6,0.008592846627906579,-0.3177580288105084,0.3343769288458103
AGO,AGO.5_1,Cuando Cubango,1,offset,7,-0.7041010027531706,-1.0855115772740453,-0.3452908815170609
AGO,AGO.5_1,Cuando Cubango,1,offset,8,-0.6799247669100112,-1.048070541024939,-0.3148068078816363
AGO,AGO.5_1,Cuando Cubango,1,offset,9,-0.31666848455449215,-0.6932612190752748,0.060529197454447195
AGO,AGO.5_1,Cuando Cubango,1,offset,10,-0.2568819575936894,-0.7039319467968487,0.15370664510717677
AGO,AGO.5_1,Cuando Cubango,1,offset,11,0.17498458557588248,-0.2361239264458676,0.5773915377849559
AGO,AGO.5_1,Cuando Cubango,1,offset,12,0.5756776251056557,0.18263774784248957,0.9549996617914975
AGO,AGO.15_1,Moxico,1,offset,1,0.5080509053911831,0.1691146671905326,0.8491334252576586
AGO,AGO.15_1,Moxico,1,offset,2,-0.11811460150040337,-0.44631782343123444,0.18914172441787377
AGO,AGO.15_1,Moxico,1,offset,3,0.08420782145076537,-0.23845843704862585,0.40901125823492634
AGO,AGO.15_1,Moxico,1,offset,4,0.28410245851846355,-0.04496430138473869,0.6124386688239738
AGO,AGO.15_1,Moxico,1,offset,5,0.4402253995910009,0.12097259368525538,0.7643721350756225
AGO,AGO.15_1,Moxico,1,offset,6,0.008592846627906579,-0.3177580288105084,0.3343769288458103
AGO,AGO.15_1,Moxico,1,offset,7,-0.7041010027531706,-1.0855115772740453,-0.3452908815170609
AGO,AGO.15_1,Moxico,1,offset,8,-0.6799247669100112,-1.048070541024939,-0.3148068078816363
AGO,AGO.15_1,Moxico,1,offset,9,-0.31666848455449215,-0.6932612190752748,0.060529197454447195
AGO,AGO.15_1,Moxico,1,offset,10,-0.2568819575936894,-0.7039319467968487,0.15370664510717677
AGO,AGO.15_1,Moxico,1,offset,11,0.17498458557588248,-0.2361239264458676,0.5773915377849559
AGO,AGO.15_1,Moxico,1,offset,12,0.5756776251056557,0.18263774784248957,0.9549996617914975
AGO,AGO.16_1,Namibe,1,offset,1,0.5080509053911831,0.1691146671905326,0.8491334252576586
AGO,AGO.16_1,Namibe,1,offset,2,-0.11811460150040337,-0.44631782343123444,0.18914172441787377
AGO,AGO.16_1,Namibe,1,offset,3,0.08420782145076537,-0.23845843704862585,0.40901125823492634
AGO,AGO.16_1,Namibe,1,offset,4,0.28410245851846355,-0.04496430138473869,0.6124386688239738
AGO,AGO.16_1,Namibe,1,offset,5,0.4402253995910009,0.12097259368525538,0.7643721350756225
AGO,AGO.16_1,Namibe,1,offset,6,0.008592846627906579,-0.3177580288105084,0.3343769288458103
AGO,AGO.16_1,Namibe,1,offset,7,-0.7041010027531706,-1.0855115772740453,-0.3452908815170609
AGO,AGO.16_1,Namibe,1,offset,8,-0.6799247669100112,-1.048070541024939,-0.3148068078816363
AGO,AGO.16_1,Namibe,1,offset,9,-0.31666848455449215,-0.6932612190752748,0.060529197454447195
AGO,AGO.16_1,Namibe,1,offset,10,-0.2568819575936894,-0.7039319467968487,0.15370664510717677
AGO,AGO.16_1,Namibe,1,offset,11,0.17498458557588248,-0.2361239264458676,0.5773915377849559
AGO,AGO.16_1,Namibe,1,offset,12,0.5756776251056557,0.18263774784248957,0.9549996617914975
AGO,AGO.8_1,Cunene,1,offset,1,0.5080509053911831,0.1691146671905326,0.8491334252576586
AGO,AGO.8_1,Cunene,1,offset,2,-0.11811460150040337,-0.44631782343123444,0.18914172441787377
AGO,AGO.8_1,Cunene,1,offset,3,0.08420782145076537,-0.23845843704862585,0.40901125823492634
AGO,AGO.8_1,Cunene,1,offset,4,0.28410245851846355,-0.04496430138473869,0.6124386688239738
AGO,AGO.8_1,Cunene,1,offset,5,0.4402253995910009,0.12097259368525538,0.7643721350756225
AGO,AGO.8_1,Cunene,1,offset,6,0.008592846627906579,-0.3177580288105084,0.3343769288458103
AGO,AGO.8_1,Cunene,1,offset,7,-0.7041010027531706,-1.0855115772740453,-0.3452908815170609
AGO,AGO.8_1,Cunene,1,offset,8,-0.6799247669100112,-1.048070541024939,-0.3148068078816363
AGO,AGO.8_1,Cunene,1,offset,9,-0.31666848455449215,-0.6932612190752748,0.060529197454447195
AGO,AGO.8_1,Cunene,1,offset,10,-0.2568819575936894,-0.7039319467968487,0.15370664510717677
AGO,AGO.8_1,Cunene,1,offset,11,0.17498458557588248,-0.2361239264458676,0.5773915377849559
AGO,AGO.8_1,Cunene,1,offset,12,0.5756776251056557,0.18263774784248957,0.9549996617914975
AGO,AGO.17_1,Uíge,1,offset,1,0.5080509053911831,0.1691146671905326,0.8491334252576586
AGO,AGO.17_1,Uíge,1,offset,2,-0.11811460150040337,-0.44631782343123444,0.18914172441787377
AGO,AGO.17_1,Uíge,1,offset,3,0.08420782145076537,-0.23845843704862585,0.40901125823492634
AGO,AGO.17_1,Uíge,1,offset,4,0.28410245851846355,-0.04496430138473869,0.6124386688239738
AGO,AGO.17_1,Uíge,1,offset,5,0.4402253995910009,0.12097259368525538,0.7643721350756225
AGO,AGO.17_1,Uíge,1,offset,6,0.008592846627906579,-0.3177580288105084,0.3343769288458103
AGO,AGO.17_1,Uíge,1,offset,7,-0.7041010027531706,-1.0855115772740453,-0.3452908815170609
AGO,AGO.17_1,Uíge,1,offset,8,-0.6799247669100112,-1.048070541024939,-0.3148068078816363
AGO,AGO.17_1,Uíge,1,offset,9,-0.31666848455449215,-0.6932612190752748,0.060529197454447195
AGO,AGO.17_1,Uíge,1,offset,10,-0.2568819575936894,-0.7039319467968487,0.15370664510717677
AGO,AGO.17_1,Uíge,1,offset,11,0.17498458557588248,-0.2361239264458676,0.5773915377849559
AGO,AGO.17_1,Uíge,1,offset,12,0.5756776251056557,0.18263774784248957,0.9549996617914975
BDI,BDI,Burundi,1,null,1,NA,NA,NA
BDI,BDI,Burundi,1,null,2,NA,NA,NA
BDI,BDI,Burundi,1,null,3,NA,NA,NA
BDI,BDI,Burundi,1,null,4,NA,NA,NA
BDI,BDI,Burundi,1,null,5,NA,NA,NA
BDI,BDI,Burundi,1,null,6,NA,NA,NA
BDI,BDI,Burundi,1,null,7,NA,NA,NA
BDI,BDI,Burundi,1,null,8,NA,NA,NA
BDI,BDI,Burundi,1,null,9,NA,NA,NA
BDI,BDI,Burundi,1,null,10,NA,NA,NA
BDI,BDI,Burundi,1,null,11,NA,NA,NA
BDI,BDI,Burundi,1,null,12,NA,NA,NA
BEN,BEN.1_1,Alibori,1,mixture,1,-0.08678118001506212,-0.8572424718024285,0.7387316495812944
BEN,BEN.2_1,Atakora,1,mixture,1,-0.09659692022996343,-0.8845115934689656,0.6373670300593788
BEN,BEN.3_1,Atlantique,1,mixture,1,-0.2834702408567861,-1.048951038086721,0.3324189395528187
BEN,BEN.4_1,Borgou,1,mixture,1,-0.1367526234403602,-0.8010921002703728,0.5042038452345079
BEN,BEN.5_1,Collines,1,mixture,1,-0.4414266804228786,-1.3123271525649534,0.25806072014603704
BEN,BEN.6_1,Donga,1,mixture,1,-0.14559753879549267,-0.9468391096518176,0.572280022974629
BEN,BEN.7_1,Kouffo,1,mixture,1,-0.4849843296843259,-1.4901216736203786,0.254678660467009
BEN,BEN.8_1,Littoral,1,mixture,1,-0.44057817123337834,-1.4064616938821948,0.2662379293619032
BEN,BEN.9_1,Mono,1,mixture,1,-0.030567414524015322,-0.7437792251251678,0.6799474696611406
BEN,BEN.10_1,Ouémé,1,mixture,1,0.11344996035609997,-0.5214743240554628,0.8687357222776002
BEN,BEN.11_1,Plateau,1,mixture,1,0.26641453504388907,-0.4692563583751543,1.1750156786270016
BEN,BEN.12_1,Zou,1,mixture,1,-0.10074328928403846,-0.8933600915398165,0.6851296777988239
BEN,BEN.1_1,Alibori,1,mixture,2,-0.11127451309443001,-1.0392545640690765,0.7215120977174124
BEN,BEN.2_1,Atakora,1,mixture,2,-0.06107236912588347,-0.8794578287056328,0.802340894510949
BEN,BEN.3_1,Atlantique,1,mixture,2,-0.3286206029897358,-1.1623929039660714,0.3668663919419548
BEN,BEN.4_1,Borgou,1,mixture,2,-0.17251152239955142,-0.9521937377058047,0.5162847529096466
BEN,BEN.5_1,Collines,1,mixture,2,-0.56688543901652,-1.618520841174199,0.2007357257883846
BEN,BEN.6_1,Donga,1,mixture,2,-0.16925525839193648,-1.1125396535776422,0.6446864988954081
BEN,BEN.7_1,Kouffo,1,mixture,2,-0.6003508097096147,-1.8113377788345952,0.252142463543414
BEN,BEN.8_1,Littoral,1,mixture,2,-0.5474963075182177,-1.7045227474232267,0.29719691047416724
BEN,BEN.9_1,Mono,1,mixture,2,0.02544696032289217,-0.704702046290083,0.835633265550658
BEN,BEN.10_1,Ouémé,1,mixture,2,0.15878097161461532,-0.5205599930444933,0.8989273840282844
BEN,BEN.11_1,Plateau,1,mixture,2,0.37523359387292143,-0.39768321280605823,1.2741758202104414
BEN,BEN.12_1,Zou,1,mixture,2,-0.11354485847882705,-0.992604429085006,0.7201146553269071
BEN,BEN.1_1,Alibori,1,mixture,3,-0.03194723477805402,-0.7884296464865752,0.786252558747951
BEN,BEN.2_1,Atakora,1,mixture,3,-0.03822865722654955,-0.8093132310926324,0.7144534727107114
BEN,BEN.3_1,Atlantique,1,mixture,3,-0.23878717910878675,-0.9367830394361255,0.3594921646650159
BEN,BEN.4_1,Borgou,1,mixture,3,-0.09234550802835921,-0.7424215761703958,0.5431571859863642
BEN,BEN.5_1,Collines,1,mixture,3,-0.44336856414695697,-1.3630090212265955,0.23986809430523
BEN,BEN.6_1,Donga,1,mixture,3,-0.10328906609208444,-0.9308181239514083,0.6474528435324792
BEN,BEN.7_1,Kouffo,1,mixture,3,-0.4674498226263512,-1.5269006906118043,0.28907049853964506
BEN,BEN.8_1,Littoral,1,mixture,3,-0.4271466555607007,-1.425424633098963,0.3010726294095439
BEN,BEN.9_1,Mono,1,mixture,3,0.08181555084972313,-0.5610373487542116,0.8785324866003804
BEN,BEN.10_1,Ouémé,1,mixture,3,0.1492305748241685,-0.48994603310338664,0.8713197630916671
BEN,BEN.11_1,Plateau,1,mixture,3,0.3550433004324027,-0.3475568212195274,1.2669709240011833
BEN,BEN.12_1,Zou,1,mixture,3,-0.051913879090402903,-0.8621078862238517,0.7210929651631341
BEN,BEN.1_1,Alibori,1,mixture,4,-0.8824556108932022,-1.5853490684551796,-0.27303407379683003
BEN,BEN.2_1,Atakora,1,mixture,4,-0.8618912511427882,-1.5064245928340294,-0.26357744035109026
BEN,BEN.3_1,Atlantique,1,mixture,4,-0.9186710667847854,-1.6096958882661896,-0.3171494009412178
